id,name,descr,file_format_code,model,file_txt,module_id,module_name,template_typ_code,lang_code,is_active,cr_by,cr_dtimes
1162,Modèle de carte Masked UIN,Modèle de carte Masked UIN,txt,velocity,"<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta name=""viewport"" content=""width=device-width, initial-scale=1"">
	<title>Masked UIN Card</title>
<style>
.main-table {
	margin-left: 60px;;
	width: 600px;
	height: 350px;
	border: 1px solid black;
}
.cir {
	display: inline-block;
	border-radius: 60px;
	box-shadow: 0px 0px 2px #000000;
	padding: 0.5em 0.6em;
}
.name-head-color {
	color: black;
}
.head-title {
	margin-left: -85px;
}
.bar-code-padding {
	margin-top: 20px;
	margin-left: 20px;
}
.top-buffer {
	margin-left:10px;
}
</style>
</head>

<body>
<table class=""main-table"">
<tr>
<td>&nbsp;
<div class=""cir""><font size=""1"">Logo</font></div>
</td>
<td><label class=""name-head-color""><font size=""5""class="" head-title""> &nbsp;&nbsp; Kingdom of MyCountry &nbsp;&nbsp;&nbsp; </font>
</label></td>
<td rowspan=""4"">
<div>
<div style=""border: solid black 1px; height: 150px; width: 120px;"">
<img src = $!ApplicantPhoto style=""width: 120px; height: 150px"">
</div>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>UIN&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!UIN </span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>VID&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!VID </span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Prénom&nbsp;:&nbsp;</b></label> 
<span class=""name-color""> $!fullName_fra</span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>اسم&nbsp;:&nbsp;</b></label> 
<span>$!fullName_ara</span>
</div>
</td>
</tr>

<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Rendez-vous amoureux/تاريخ&nbsp;:&nbsp;</b></label>
<span>$!dateOfBirth</span>
</div>
</td>
</tr>
<tr>
<td colspan=""2"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Le sexe&nbsp;:&nbsp;</b></label> <span>$!gender_eng</span>
&nbsp;&nbsp; <label class=""name-head-color""><b>جنس&nbsp;:&nbsp;</b></label>
<span>$!gender_ara</span>
</div>
</td>
</tr>
<tr>
<td colspan=""3"">
<div class=""row"" style=""margin-right: 0px; margin-left: -10px;"">
<div class=""col-md-2 top-buffer"">
<div class=""block top-buffer"">
<table>
<tr>
<td><label class=""name-head-color""><b>Adresse&nbsp;:&nbsp;</b></label>
</td>
<td><span>$!addressLine1_eng, $!addressLine2_eng,
		$!addressLine3_eng, $!region_eng, $!province_eng, $!city_eng,
		$!postalCode </span></td>
</tr>
<tr>
<td><label class=""name-head-color""><b>عنوان&nbsp;:&nbsp;</b></label>
</td>
<td><span>$!addressLine1_ara, $!addressLine2_ara,
		$!addressLine3_ara, $!region_ara, $!province_ara, $!city_ara,
		$!postalCode </span>
</td>
</tr>
</table>
</div>
</div>
</div>
</td>
</tr>
</table>
<div>&nbsp;</div>
<table class=""main-table"" style=""height: 300px"">
<tr>
<td>
<div style=""margin-left: 10px; margin-right: 10px; border: solid black 1px; height: 250px; width: 250px;"">
<div class=""col-md-6"">
<div class=""bar-code-padding""></div>
<img src=$!QrCode style=""width: 250px; height: 250px; margin-top: -20px"">
</div>
</div>
</td>
<td>
<div class=""name-head-color col-md-6"">
<br> Pour toute question s'il vous plaît contactez-nous au<br>
<br> Inscription Processor, Hanging Gardens, Global Village
Parc technologique, Mysore Rd, RVCE, Bangalore, Karnataka 560059<br>
<br> لأية مشاكل يرجى الاتصال بنا على <br>التسجيل المعالج،
الحدائق المعلقة ، القرية العالمية Tech Park, Mysore Rd,RVCE 560059
بنغالورو، كارناتاكا <br>
<br>
</div>
</td>
</tr>
</table>
</body>
</html>",10003,Processeur dinscription,RPR_MASKED_UIN_CARD_TEMPLATE,fra,TRUE,superadmin,now()
1163,E-mail de réussite de la demande d'historique d'authentification,E-mail de réussite de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande d'historique d'authentification a été traitée avec succès.

Merci!",10006,Resident Services,RS_AUTH_HIST_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1164,Historique de l'authentification des services résidents SMS de transcation,SMS de réussite de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande d'historique d'authentification a été traitée avec succès.

Merci!",10006,Resident Services,RS_AUTH_HIST_SUCCESS_SMS,fra,TRUE,superadmin,now()
1165,Succès EMAIL de la demande d'historique d'authentification,Succès EMAIL de la demande d'historique d'authentification,txt,velocity,Demande d'historique d'authentification,10006,Resident Services,RS_AUTH_HIST_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1166,Téléchargement réussi du courriel e-UIN,Téléchargement réussi du courriel e-UIN,txt,velocity,"Bonjour $fullName_fra,

Félicitations, votre demande est traitée. La demande de téléchargement de votre e-UIN a abouti.

Merci!",10006,Resident Services,RS_DOW_UIN_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1167,Téléchargement réussi de l'objet de l'e-UIN,Téléchargement réussi de l'objet de l'e-UIN,txt,velocity,Télécharger e-UIN est réussi,10006,Resident Services,RS_DOW_UIN_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1168,Téléchargement réussi de l'e-UIN SMS,Téléchargement réussi de l'e-UIN SMS,txt,velocity,"Bonjour $fullName_fra,

Félicitations, votre demande est traitée. La demande de téléchargement de votre e-UIN a abouti.

Merci!",10006,Resident Services,RS_DOW_UIN_SUCCESS_SMS,fra,TRUE,superadmin,now()
1169,Verrouillage réussi des e-mails des types d'authentification,Verrouillage réussi des e-mails des types d'authentification,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH que vous avez demandés ont été verrouillés avec succès.

Merci!",10006,Resident Services,RS_LOCK_AUTH_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1170,Succès du verrouillage des types d'authentification,Succès du verrouillage des types d'authentification,txt,velocity,Le ou les types AUTH ont été verrouillés avec succès,10006,Resident Services,RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1172,Déverrouillage réussi des types d'authentification,Déverrouillage réussi des types d'authentification,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH demandés ont été déverrouillés avec succès.

Merci!",10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1173,Déverrouillage réussi des types d'authentification Objet de l'e-mail,Déverrouillage réussi des types d'authentification Objet de l'e-mail,txt,velocity,Déverrouillé avec succès le (s) type (s) AUTH,10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1174,Déverrouillage réussi des types d'authentification SMS,Déverrouillage réussi des types d'authentification SMS,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH demandés ont été déverrouillés avec succès.

Merci!",10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_SMS,fra,TRUE,superadmin,now()
1175,E-mail de réussite de la génération VID,E-mail de réussite de la génération VID,txt,velocity,"Bonjour $fullName_fra,

Votre VID pour votre UIN a été généré avec succès. Votre numéro VID est $VID.

Merci!",10006,Resident Services,RS_VIN_GEN_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1176,Sujet de l'e-mail de réussite de la génération VID,Sujet de l'e-mail de réussite de la génération VID,txt,velocity,Génération réussie de VID,10006,Resident Services,RS_VIN_GEN_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1177,SMS de réussite de génération VID,SMS de réussite de génération VID,txt,velocity,"Bonjour $fullName_fra,

Votre VID pour votre UIN a été généré avec succès. Votre numéro VID est $VID.

Merci!",10006,Resident Services,RS_VIN_GEN_SUCCESS_SMS,fra,TRUE,superadmin,now()
1178,E-mail de réussite de la révocation de VID,E-mail de réussite de la révocation de VID,txt,velocity,"Bonjour $fullName_fra,

Votre $VID a bien été révoqué.

Merci!",10006,Resident Services,RS_VIN_REV_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1179,Sujet de l'e-mail de réussite de la révocation de VID,Sujet de l'e-mail de réussite de la révocation de VID,txt,velocity,Révocation réussie de VID,10006,Resident Services,RS_VIN_REV_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1180,SMS de succès de révocation VID,SMS de succès de révocation VID,txt,velocity,"Bonjour $fullName_fra,

Votre $VID a bien été révoqué.

Merci!",10006,Resident Services,RS_VIN_REV_SUCCESS_SMS,fra,TRUE,superadmin,now()
1181,Réimpression de l'e-mail de réussite de la demande,Réimpression de l'e-mail de réussite de la demande,txt,velocity,"Bonjour $fullName_fra,

Votre demande de ""Réimpression d'UIN"" a été placée avec succès. Votre RID (numéro de demande) est $RID.

Merci!",10006,Resident Services,RS_UIN_RPR_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1182,Sujet de l'e-mail de demande de réimpression réussie,Sujet de l'e-mail de demande de réimpression réussie,txt,velocity,Réimpression de la demande réussie,10006,Resident Services,RS_UIN_RPR_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1183,Réimpression SMS de réussite de la demande,Réimpression SMS de réussite de la demande,txt,velocity,"Bonjour $fullName_fra,

Votre demande de ""Réimpression d'UIN"" a été placée avec succès. Votre RID (numéro de demande) est $RID.

Merci!",10006,Resident Services,RS_UIN_RPR_SUCCESS_SMS,fra,TRUE,superadmin,now()
1184,E-mail d'échec de la demande d'historique d'authentification,E-mail d'échec de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande de récupération des détails de votre historique d'authentification a échoué.

Merci!",10006,Resident Services,RS_AUTH_HIST_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1185,Objet de l'e-mail d'échec de la demande d'historique d'authentification,Objet de l'e-mail d'échec de la demande d'historique d'authentification,txt,velocity,Échec de la demande d'historique d'authentification,10006,Resident Services,RS_AUTH_HIST_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1186,SMS d'échec de la demande d'historique d'authentification,SMS d'échec de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande de récupération des détails de votre historique d'authentification a échoué.

Merci!",10006,Resident Services,RS_AUTH_HIST_FAILURE_SMS,fra,TRUE,superadmin,now()
1187,Télécharger l'e-mail d'échec e-UIN,Télécharger l'e-mail d'échec e-UIN,txt,velocity,"Bonjour $fullName_fra,

Votre demande de téléchargement de votre e-UIN a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_DOW_UIN_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1188,Télécharger le sujet de l'e-mail d'échec e-UIN,Télécharger le sujet de l'e-mail d'échec e-UIN,txt,velocity,Échec du téléchargement de l'e-UIN,10006,Resident Services,RS_DOW_UIN_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1189,Télécharger le SMS d'échec e-UIN,Télécharger le SMS d'échec e-UIN,txt,velocity,"Bonjour $fullName_fra,

Votre demande de téléchargement de votre e-UIN a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_DOW_UIN_FAILURE_SMS,fra,TRUE,superadmin,now()
1190,Échec du verrouillage des e-mails des types d'authentification,Échec du verrouillage des e-mails des types d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre ou vos types de verrouillage AUTH demandés ont échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_LOCK_AUTH_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1191,Échec du verrouillage des types d'authentification Objet de l'e-mail,Échec du verrouillage des types d'authentification Objet de l'e-mail,txt,velocity,Échec du verrouillage du ou des types AUTH,10006,Resident Services,RS_LOCK_AUTH_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1192,Échec du verrouillage des types d'authentification SMS,Échec du verrouillage des types d'authentification SMS,txt,velocity,"Bonjour $fullName_fra,

Votre ou vos types de verrouillage AUTH demandés ont échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_LOCK_AUTH_FAILURE_SMS,fra,TRUE,superadmin,now()
1193,E-mail d'échec de la demande de réimpression,E-mail d'échec de la demande de réimpression,txt,velocity,"Bonjour $fullName_fra,

Votre demande de «réimpression de la carte UIN» a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_UIN_RPR_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1194,Échec de la demande de réimpression Objet de l'e-mail,Échec de la demande de réimpression Objet de l'e-mail,txt,velocity,Échec de la demande de réimpression,10006,Resident Services,RS_UIN_RPR_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1195,SMS d'échec de la demande de réimpression,SMS d'échec de la demande de réimpression,txt,velocity,"Bonjour $fullName_fra,

Votre demande de «réimpression de la carte UIN» a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_UIN_RPR_FAILURE_SMS,fra,TRUE,superadmin,now()
1196,Échec du déverrouillage de la messagerie électronique des types d'authentification,Échec du déverrouillage de la messagerie électronique des types d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande de déverrouillage de type (s) AUTH a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_UNLOCK_AUTH_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1197,Échec du déverrouillage du sujet de l'e-mail des types d'authentification,Échec du déverrouillage du sujet de l'e-mail des types d'authentification,txt,velocity,Le déverrouillage du ou des types AUTH a échoué,10006,Resident Services,RS_UNLOCK_AUTH_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1198,Échec de déverrouillage des types d'authentification SMS,Échec de déverrouillage des types d'authentification SMS,txt,velocity,"Bonjour $fullName_fra,

Votre demande de déverrouillage de type (s) AUTH a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_UNLOCK_AUTH_FAILURE_SMS,fra,TRUE,superadmin,now()
1199,E-mail d'échec de génération de VID,E-mail d'échec de génération de VID,txt,velocity,"Bonjour $fullName_fra,

La génération de VID pour votre UIN a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_VIN_GEN_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1200,Objet de l'e-mail d'échec de génération de VID,Objet de l'e-mail d'échec de génération de VID,txt,velocity,Échec de génération de VID,10006,Resident Services,RS_VIN_GEN_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1201,SMS d'échec de génération de VID,SMS d'échec de génération de VID,txt,velocity,"Bonjour $fullName_fra,

La génération de VID pour votre UIN a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_VIN_GEN_FAILURE_SMS,fra,TRUE,superadmin,now()
1202,E-mail d'échec de révocation de VID,E-mail d'échec de révocation de VID,txt,velocity,"Bonjour $fullName_fra,

Votre révocation de $VID a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_VIN_REV_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1203,Objet de l'e-mail d'échec de la révocation du VID,Objet de l'e-mail d'échec de la révocation du VID,txt,velocity,Échec de révocation de VID,10006,Resident Services,RS_VIN_REV_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1204,SMS d'échec de révocation de VID,SMS d'échec de révocation de VID,txt,velocity,"Bonjour $fullName_fra,

Votre révocation de $VID a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_VIN_REV_FAILURE_SMS,fra,TRUE,superadmin,now()
1205,E-mail de demande de mise à jour UIN placé avec succès,E-mail de demande de mise à jour UIN placé avec succès,txt,velocity,"Bonjour $fullName_fra,

Votre demande de «mise à jour UIN» a été envoyée avec succès. Votre RID (numéro de demande) est $RID pour le suivi.

Merci!",10006,Resident Services,RS_UIN_UPDATE_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1206,Sujet de la demande de mise à jour UIN placé avec succès,Sujet de la demande de mise à jour UIN placé avec succès,txt,velocity,Demande de mise à jour UIN placée avec succès,10006,Resident Services,RS_UIN_UPDATE_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1207,Demande de mise à jour UIN placée avec succès SMS,Demande de mise à jour UIN placée avec succès SMS,txt,velocity,"Bonjour $fullName_fra,

Votre demande de «mise à jour UIN» a été envoyée avec succès. Votre RID (numéro de demande) est $RID pour le suivi.

Merci!",10006,Resident Services,RS_UIN_UPDATE_SUCCESS_SMS,fra,TRUE,superadmin,now()
1208,E-mail d'échec de la demande de mise à jour UIN,E-mail d'échec de la demande de mise à jour UIN,txt,velocity,"Bonjour $fullName_fra,

Nous n'avons pas pu traiter votre demande de «mise à jour UIN». Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_UIN_UPDATE_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1209,Échec de la demande de mise à jour de l'UIN,Échec de la demande de mise à jour de l'UIN,txt,velocity,Échec de la demande de mise à jour UIN,10006,Resident Services,RS_UIN_UPDATE_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
1210,Echec de la demande de mise à jour UIN SMS,Echec de la demande de mise à jour UIN SMS,txt,velocity,"Bonjour $fullName_fra,

Nous n'avons pas pu traiter votre demande de «mise à jour UIN». Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_UIN_UPDATE_FAILURE_SMS,fra,TRUE,superadmin,now()
1211,Registration Packet Validation Success Email,Registration Packet Validation Success Email,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande d'inscription contre le RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_RPV_SUC_EMAIL,fra,TRUE,superadmin,now()
1212,Registration Packet Validation Success SMS,Registration Packet Validation Success SMS,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande d'inscription contre le RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_RPV_SUC_SMS,fra,TRUE,superadmin,now()
1213,Update Packet Validation Success Email,Update Packet Validation Success Email,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de mise à jour de vos coordonnées par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_UPV_SUC_EMAIL,fra,TRUE,superadmin,now()
1214,Update Packet Validation Success SMS,Update Packet Validation Success SMS,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de mise à jour de vos coordonnées par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_UPV_SUC_SMS,fra,TRUE,superadmin,now()
1215,Lost Packet Validation Success Email,Lost Packet Validation Success Email,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de recherche des détails de votre UIN par rapport au RID: $RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_LPV_SUC_EMAIL,fra,TRUE,superadmin,now()
1216,Lost Packet Validation Success SMS,Lost Packet Validation Success SMS,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de recherche des détails de votre UIN par rapport au RID: $RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_LPV_SUC_SMS,fra,TRUE,superadmin,now()
1217,Resident Update Packet Validation Success Email,Resident Update Packet Validation Success Email,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de mise à jour de vos coordonnées par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_RUPV_SUC_EMAIL,fra,TRUE,superadmin,now()
1218,Resident Update Packet Validation Success SMS,Resident Update Packet Validation Success SMS,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de mise à jour de vos coordonnées par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_RUPV_SUC_SMS,fra,TRUE,superadmin,now()
1219,Re-print Packet Validation Success Email,Re-print Packet Validation Success Email,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de réimpression de votre UIN par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_PPV_SUC_EMAIL,fra,TRUE,superadmin,now()
1220,Re-print Packet Validation Success SMS,Re-print Packet Validation Success SMS,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de réimpression de votre UIN par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_PPV_SUC_SMS,fra,TRUE,superadmin,now()
1221,Activate Packet Validation Success Email,Activate Packet Validation Success Email,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande d'activation de votre UIN par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_APV_SUC_EMAIL,fra,TRUE,superadmin,now()
1222,Activate Packet Validation Success SMS,Activate Packet Validation Success SMS,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande d'activation de votre UIN par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_APV_SUC_SMS,fra,TRUE,superadmin,now()
1223,De-activate Packet Validation Success Email,De-activate Packet Validation Success Email,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de désactivation de votre UIN par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_DPV_SUC_EMAIL,fra,TRUE,superadmin,now()
1224,De-activate Packet Validation Success SMS,De-activate Packet Validation Success SMS,txt,velocity,"Bonjour $!name_fra,

Nous avons reçu votre demande de désactivation de votre UIN par rapport au RID: $!RID.
Cette demande est en cours de traitement.

Merci",10003,Registration Processor,RPR_DPV_SUC_SMS,fra,TRUE,superadmin,now()
1225,Registration Packet Validation Success Email Sub,Registration Packet Validation Success Email Sub,txt,velocity,confirmation d'enregistrement,10003,Registration Processor,RPR_RPV_SUC_EMAIL_SUB,fra,TRUE,superadmin,now()
1226,Update Packet Validation Success Email Sub,Update Packet Validation Success Email Sub,txt,velocity,Confirmation de la demande de mise à jour,10003,Registration Processor,RPR_UPV_SUC_EMAIL_SUB,fra,TRUE,superadmin,now()
1227,Lost Packet Validation Success Email Sub,Lost Packet Validation Success Email Sub,txt,velocity,Confirmation de demande perdue,10003,Registration Processor,RPR_LPV_SUC_EMAIL_SUB,fra,TRUE,superadmin,now()
1228,Re-print Packet Validation Success Email Sub,Re-print Packet Validation Success Email Sub,txt,velocity,Confirmation de la demande de réimpression,10003,Registration Processor,RPR_PPV_SUC_EMAIL_SUB,fra,TRUE,superadmin,now()
1229,Resident Update Packet Validation Success Email Sub,Resident Update Packet Validation Success Email Sub,txt,velocity,Confirmation de la demande de mise à jour,10003,Registration Processor,RPR_RUPV_SUC_EMAIL_SUB,fra,TRUE,superadmin,now()
1230,Activate Packet Validation Success Email Sub,Activate Packet Validation Success Email Sub,txt,velocity,Confirmation de la demande d'activation,10003,Registration Processor,RPR_APV_SUC_EMAIL_SUB,fra,TRUE,superadmin,now()
1231,De-activate Packet Validation Success Email Sub,De-activate Packet Validation Success Email Sub,txt,velocity,Confirmation de la demande de désactivation,10003,Registration Processor,RPR_DPV_SUC_EMAIL_SUB,fra,TRUE,superadmin,now()
1232,Credential Issuance Success SMS,Credential Issuance Success SMS,txt,velocity,"Bonjour $!fullName,

Nous avons reçu une demande de $!credentialName de $!partnerName. L'identifiant de la demande est $!RID et votre clé de chiffrement est $!encryptionKey.

Cette demande est en cours de traitement.

Merci",10006,Resident Services,RS_CRE_REQ_SUCCESS_SMS,fra,TRUE,superadmin,now()
1233,Credential Issuance Success EMAIL,Credential Issuance Success EMAIL,txt,velocity,"Bonjour $!fullName,

Nous avons reçu une demande de $!credentialName de $!partnerName. L'identifiant de la demande est $!RID et votre clé de chiffrement est $!encryptionKey.

Cette demande est en cours de traitement.

Merci",10006,Resident Services,RS_CRE_REQ_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1234,Credential Issuance Success EMAIL Subject,Credential Issuance Success EMAIL Subject,txt,velocity,Confirmation de la délivrance des informations d'identification,10006,Resident Services,RS_CRE_REQ_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1235,Credential Issuance Status Check SMS,Credential Issuance Status Check SMS,txt,velocity,"Bonjour $!fullName,

L'état de votre demande d'émission d'informations d'identification par rapport à l'ID de demande $!RID est $! status.

Merci",10006,Resident Services,RS_CRE_STATUS_SMS,fra,TRUE,superadmin,now()
1236,Credential Issuance Status Check EMAIL,Credential Issuance Status Check EMAIL,txt,velocity,"Bonjour $!fullName,

L'état de votre demande d'émission d'informations d'identification par rapport à l'ID de demande $!RID est $! status.

Merci",10006,Resident Services,RS_CRE_STATUS_EMAIL,fra,TRUE,superadmin,now()
1237,Credential Issuance Status Check EMAIL Subject,Credential Issuance Status Check EMAIL Subject,txt,velocity,État de délivrance des informations d'identification,10006,Resident Services,RS_CRE_STATUS_EMAIL_SUB,fra,TRUE,superadmin,now()
1238,Credential Request Cancel Success SMS,Credential Request Cancel Success SMS,txt,velocity,"Salut $!fullName,

Votre demande d'informations d'identification avec l'ID de demande $!RID a été annulée avec succès.

Merci",10006,Resident Services,RS_CRE_CANCEL_SUCCESS_SMS,fra,TRUE,superadmin,now()
1239,Credential Request Cancel Success EMAIL,Credential Request Cancel Success EMAIL,txt,velocity,"Salut $!fullName,

Votre demande d'informations d'identification avec l'ID de demande $!RID a été annulée avec succès.

Merci",10006,Resident Services,RS_CRE_CANCEL_SUCCESS_EMAIL,fra,TRUE,superadmin,now()
1240,Credential Request Cancel Success EMAIL Subject,Credential Request Cancel Success EMAIL Subject,txt,velocity,La demande d'informations d'identification est annulée avec succès,10006,Resident Services,RS_CRE_CANCEL_SUCCESS_EMAIL_SUB,fra,TRUE,superadmin,now()
1241,Credential Issuance Failure SMS,Credential Issuance Failure SMS,txt,velocity,"Bonjour $!fullName,

Nous avons reçu une demande de $!credentialName de $!partnerName. L'identifiant de demande pour le même est $!RID.
La demande n'a pas pu être traitée. Veuillez réessayer plus tard.

Merci",10006,Resident Services,RS_CRE_REQ_FAILURE_SMS,fra,TRUE,superadmin,now()
1242,Credential Issuance Failure EMAIL,Credential Issuance Failure EMAIL,txt,velocity,"Bonjour $!fullName,

Nous avons reçu une demande de $!credentialName de $!partnerName. L'identifiant de demande pour le même est $!RID.
La demande n'a pas pu être traitée. Veuillez réessayer plus tard.

Merci",10006,Resident Services,RS_CRE_REQ_FAILURE_EMAIL,fra,TRUE,superadmin,now()
1243,Credential Issuance Failure EMAIL Subject,Credential Issuance Failure EMAIL Subject,txt,velocity,Échec de l'émission des informations d'identification,10006,Resident Services,RS_CRE_REQ_FAILURE_EMAIL_SUB,fra,TRUE,superadmin,now()
